text,intent;
Are you sure this is the interbank exchange rate? This rate is really bad.,card_payment_wrong_exchange_rate;
The exchange rate you are using is really bad. This cant possibly be the official interbank exchange rate.,card_payment_wrong_exchange_rate;
I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate;
I changed the currency\, but why is it costing more?,card_payment_wrong_exchange_rate;
Why was the exchange wrong for the item I purchased?,card_payment_wrong_exchange_rate;
I made an international purchase\, but the exchange rate was wrong,card_payment_wrong_exchange_rate;
My purchase used the wrong exchange rate,card_payment_wrong_exchange_rate;
I have been charged to much for the object I bought when abroad\, the exchange rate seems to be wrong.,card_payment_wrong_exchange_rate;
I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate;
I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,card_payment_wrong_exchange_rate;
Why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate;
Your foreign exchange rate is wrong.,card_payment_wrong_exchange_rate;
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate;
Theres an error with the rate that is charged.,card_payment_wrong_exchange_rate;
I bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate;
I think the exchange rate on my card payment is incorrect.,card_payment_wrong_exchange_rate;
I bought an item that I was charged a different exchange rate for.,card_payment_wrong_exchange_rate;
I am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate;
When I purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate;
The exchange rate used on your app is really bad. Im considering closing my account because of it.,card_payment_wrong_exchange_rate;
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  Id like a refund.,card_payment_wrong_exchange_rate;
I received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate;
Are you ripping people off with the exchange rate?  It cant be that atrocious between banks.,card_payment_wrong_exchange_rate;
I dont think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate;
Why am I being charged the wrong currency exchange when I purchased something abroad?,card_payment_wrong_exchange_rate;
The exchange rate for my card payment doesnt seem right.,card_payment_wrong_exchange_rate;
When I bought something abroad\, the exchange rate was wrong.,card_payment_wrong_exchange_rate;
I didnt receive the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate;
Why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate;
I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate;
The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate;
The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate;
My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate;
The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate;
Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate;
Why didnt I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate;
Why is the exchange rate on my card payment different than I expected?,card_payment_wrong_exchange_rate;
My rate of exchange was wrong.,card_payment_wrong_exchange_rate;
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,card_payment_wrong_exchange_rate;
I purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate;
A foreign purchase I made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate;
When I was traveling abroad\, the exchange rate was applied wrong.,card_payment_wrong_exchange_rate;
Theres an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate;
Last Saturday\, I made a payment and the exchange rate was wrong.  I was charged too much.,card_payment_wrong_exchange_rate;
The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate;
I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate;
Exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate;
Im going on a trip soon and I needed to convert my Russian ruble to UK pounds\, but when I did\, your company charged me above the exchange rate. Did you mess up my transaction?,card_payment_wrong_exchange_rate;
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate;
The exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate;
Hello\, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?,card_payment_wrong_exchange_rate;
Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate;
I  have been charged more than I should for the presents I bought  when abroad\, the problem seems to be the exchange rate.,card_payment_wrong_exchange_rate;
I made a purchase but the exchange rate is wrong?,card_payment_wrong_exchange_rate;
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,card_payment_wrong_exchange_rate;
Why is there an extra fee on my statement?,extra_charge_on_statement;
Why did they charge me an extra $1?,extra_charge_on_statement;
Why is there a 1 euro fee on my statement?,extra_charge_on_statement;
Why do I see an extra £1 charge on my statement?,extra_charge_on_statement;
I am inquiring about a $1 charge on my statement.,extra_charge_on_statement;
What is the $1 transaction on my account?,extra_charge_on_statement;
What is this extra pound charge for?,extra_charge_on_statement;
I was charged $1 in a transaction.,extra_charge_on_statement;
What is the reason for the extra fee on my statement?,extra_charge_on_statement;
There is a pending 1£ charge on my statement.  I havent purchased anything for 1£.  Why is it on my statement?,extra_charge_on_statement;
Have have a small charge on my account from someone I purchased with but Im not sure what it relates to.,extra_charge_on_statement;
I have a strange transaction for £1 on my statement\, what is that?,extra_charge_on_statement;
